video_name,original_video_length_minutes
20240106-nursery-mackerel.csv,8.813867333333333
20240108-nursery-control.csv,8.8563489
20240223-nursery-mackerel.csv,8.859366666666666
20240515-milimani-mackerel.csv,11.8118
20240516-utumbi-mackerel.csv,11.645915456666668
20241025-milimani-mackerel.csv,58.85377631666667
20241025-utumbi-ulva_salad.csv,53.814899366666666
20241026-milimani-ulva_gutweed.csv,55.8741552159666
20241026-utumbi-mackerel.csv,43.15022700745569
20241027-milimani-ulva_salad.csv,57.967495560675
20241027-utumbi-ulva_salad.csv,57.919826347466255
20241029-milimani-ulva_gutweed.csv,44.35471215
20241029-utumbi-ulva_gutweed.csv,59.92746688817778
20241030-milimani-ulva_gutweed.csv,52.4071948313944
20241030-utumbi-ulva_gutweed.csv,57.347422736666665
20241105-milimani-ulva_salad.csv,58.74087198166667
20241105-utumbi-control.csv,47.18947088833333
20241110-milimani-ulva_salad.csv,59.392604525
20241110-utumbi-ulva_salad.csv,59.36648240833333
20241111-milimani-control.csv,58.91464556666666
20241111-utumbi-control.csv,57.25764102
20241112-milimani-ulva_salad.csv,59.27935156666667
20241112-utumbi-ulva_gutweed.csv,58.933960475000006
20241114-milimani-control.csv,57.349565826758486
20241114-utumbi-control.csv,58.483504215283325
20241115-milimani-control.csv,57.54202833
20241115-utumbi-control.csv,59.09247252833333
20241124-milimani-mackerel.csv,58.02340327833333
20241124-utumbi-mackerel.csv,57.09603595333333
20241126-nursery-mackerel.csv,11.000185366666669
20241127-milimani-sargassum.csv,58.60851755018879
20241127-utumbi-sargassum.csv,56.95149743793333
20241128-milimani-sargassum.csv,58.01964112333334
20241128-utumbi-sargassum.csv,58.925439755
20241129-milimani-sargassum.csv,56.91855178833334
20241129-utumbi-sargassum.csv,57.026708561666666
20241204-nursery-algae_strings.csv,55.144604883333336
20241205-nursery-algae_strings.csv,56.09748815
20241206-nursery-algae_strings.csv,59.6612961
20241208-nursery-algaemix.csv,56.486066130000005
20241209-nursery-algaemix.csv,50.63961108333333
20241209-utumbi-fischmix.csv,59.03555755333333
20241210-milimani-fischmix.csv,58.131890815
20241210-nursery-algaemix.csv,59.72947921666666
20241210-utumbi-fischmix.csv,58.54767985
20251212-nursery-mackerel.csv,8.859366666666666
