metric,n,coef_visibility_log1p,coef_ci95_low,coef_ci95_high,pct_change_per_visibility_unit,t_hc3,p_hc3,q_hc3_bh,p_perm,q_perm_bh,r2,adj_r2
maxn_video_peak,46,0.0299811421958495,-0.05584988793093048,0.11581217232262947,3.0435102026951872,0.7091252939629418,0.4829439768400906,0.7385060908689219,0.42452515828057313,0.7090969676774409,0.567210983633099,0.44355697895684143
species_richness,46,0.004084770483832573,-0.020154810782809233,0.028324351750474378,0.40931245296990226,0.3421067737553519,0.7343163813980095,0.7385060908689219,0.7090969676774409,0.7090969676774409,0.6577445963760264,0.5599573381977483
first_seen_median_sec,46,-0.01692104221948313,-0.11900705435881587,0.08516496991984962,-1.6778685457120128,-0.3364960707559676,0.7385060908689219,0.7385060908689219,0.704431856047984,0.7090969676774409,0.44953150105650597,0.2922547870726505
