feature,n_videos,n_fish,n_algae,mean_fish,mean_algae,beta_bait_fish_vs_algae,beta_site_utumbi,beta_interaction,p_perm_bait,p_perm_interaction,r2,direction,feature_type,p_bh_bait,p_bh_interaction,sig_bait_bh,sig_interaction_bh
algae,28,9,19,77.88888888888889,71.05263157894737,0.19493038015821856,0.06334653514671407,0.017758848912756527,0.71,0.98,0.02528102345213168,fish,diet,0.9933333333333333,0.98,False,False
fish,28,9,19,2.888888888888889,3.6315789473684212,-0.10751040519934013,-0.46459407996129765,0.19061855946318762,0.8,0.5566666666666666,0.22944363650096022,algae,diet,0.9933333333333333,0.98,False,False
invertebrates,28,9,19,6.222222222222222,4.842105263157895,0.0020296698482627773,-0.15132856213710139,0.5222461773967569,0.9933333333333333,0.14666666666666667,0.17983747206488088,fish,diet,0.9933333333333333,0.5866666666666667,False,False
plankton,28,9,19,77.88888888888889,72.57894736842105,0.2116357886245347,0.12830589324010358,-0.04720050918063241,0.7,0.9233333333333333,0.025845997688718314,fish,diet,0.9933333333333333,0.98,False,False
angelfishes,28,9,19,1.7777777777777777,2.263157894736842,-0.12158310676345901,-0.2191489222802418,-0.05047027149911393,0.5466666666666666,0.8266666666666667,0.223383179913615,algae,word_group,0.8945454545454545,0.9776470588235294,False,False
blennies,28,9,19,1.1111111111111112,0.8421052631578947,-0.08698217340445179,-0.1447444384511143,0.341587840722377,0.8033333333333333,0.37,0.04549105480942195,algae,word_group,0.9033333333333332,0.8325,False,False
butterflyfishes,28,9,19,2.3333333333333335,2.210526315789474,0.103060378019855,-0.1708398589594864,-0.04492169537934976,0.44333333333333336,0.8266666666666667,0.17435741230171709,fish,word_group,0.8880000000000001,0.9776470588235294,False,False
elongate_sand_burrow_dwellers,28,9,19,0.5555555555555556,0.3157894736842105,0.3034212794122057,-0.24078902963924512,-0.24180819669576592,0.33666666666666667,0.36,0.23197669775362995,fish,word_group,0.8657142857142858,0.8325,False,False
emperors,28,9,19,1.7777777777777777,2.6315789473684212,-0.3245142115380314,-0.9315826209187488,0.5791198788559565,0.49,0.32666666666666666,0.3294016645579567,algae,word_group,0.8880000000000001,0.8325,False,False
filefishes,28,9,19,0.6666666666666666,1.0,-0.1242453324894,-0.39235490267551737,0.048387112452495204,0.6466666666666666,0.9233333333333333,0.16361958423092238,algae,word_group,0.9033333333333332,0.9776470588235294,False,False
goatfishes,28,9,19,1.8888888888888888,3.1052631578947367,-0.05959834321062904,-0.1480612567956943,-0.2626154514263717,0.85,0.5366666666666666,0.10697326341594093,algae,word_group,0.9033333333333332,0.9776470588235294,False,False
groupers_large,28,9,19,2.2222222222222223,1.4736842105263157,0.2256116095164412,0.07485065371579692,0.06966793417901089,0.11,0.7866666666666666,0.286927823720902,fish,word_group,0.33,0.9776470588235294,False,False
hawkfishes,28,9,19,0.7777777777777778,0.7368421052631579,1.3877787807814457e-16,0.31460891556310805,-0.08310815426384806,0.88,0.8,0.14293227408004194,fish,word_group,0.9033333333333332,0.9776470588235294,False,False
