video_annotation_label_id,label_name,label_hierarchy,unspecific,family,genus,species,interested,feeding,frames
3617517,Paletail Unicorn Feeding,Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris) > Paletail Unicorn Feeding,Large Ovals,Acanthuridae,Naso,Paletail Unicorn (Naso brevirostris),,feeding,[67.861405]
3617518,Paletail Unicorn Feeding,Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris) > Paletail Unicorn Feeding,Large Ovals,Acanthuridae,Naso,Paletail Unicorn (Naso brevirostris),,feeding,[67.861405]
3617519,Paletail Unicorn Feeding,Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris) > Paletail Unicorn Feeding,Large Ovals,Acanthuridae,Naso,Paletail Unicorn (Naso brevirostris),,feeding,[67.861405]
3617520,Paletail Unicorn Feeding,Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris) > Paletail Unicorn Feeding,Large Ovals,Acanthuridae,Naso,Paletail Unicorn (Naso brevirostris),,feeding,[67.861405]
3617531,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
3617532,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
3617533,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
3617534,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
3617535,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
3617536,Humpback (Lutjanus gibbus),Sloping Heads > Snappers (Lutjanidae) > Humpback (Lutjanus gibbus),Sloping Heads,Lutjanidae,Lutjanus,Humpback (Lutjanus gibbus),,,[82.195057]
