video_annotation_label_id,label_name,label_hierarchy,frames
3325752,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325753,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325754,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325755,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325756,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325757,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325758,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325759,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325760,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325761,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325762,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325763,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325764,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325765,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325766,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325767,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325768,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325769,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325770,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325771,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325772,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325773,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325774,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325775,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325776,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325777,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325778,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325779,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325780,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325781,Moon Feeding,Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare) > Moon Feeding,[1700.4343395259998]
3325782,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),[1704.3421729833333]
3325783,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),[1704.3421729833333]
3325784,Trumpetfish (Aulostomus chinensis),Odd-shaped Swimmers > Trumpetfishes (Aulostomidae) > Trumpetfish (Aulostomus chinensis),[1719.650020525]
3325785,False-eye (Abudefduf sparoides),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > False-eye (Abudefduf sparoides),[1786.99604398]
3325786,False-eye (Abudefduf sparoides),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > False-eye (Abudefduf sparoides),[1786.99604398]
3325788,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),[1854.5627973446667]
3325789,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325790,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325791,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325792,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325793,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325794,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325795,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325796,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325797,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325798,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325799,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325800,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325801,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325802,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325803,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325804,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325805,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325806,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325807,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325808,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325809,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325810,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325811,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325812,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[1900.6555210786669]
3325813,Bluefin (Caranx melampygus),Silvery > Jacks/Trevallyes (Carangidae) > Bluefin (Caranx melampygus),[1918.1041415996663]
3325815,Paletail Unicorn (Naso brevirostris),Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris),[1948.1399555143335]
3325816,Sixbar (Thalassoma hardwicke),Wrasses > Wrasses (Labridae) > Sixbar (Thalassoma hardwicke),[1975.7805187846666]
3325817,Sixbar (Thalassoma hardwicke),Wrasses > Wrasses (Labridae) > Sixbar (Thalassoma hardwicke),[1975.7805187]
3325818,Piano Fangblenny (Plagiotremus tapeinosoma),Blennies > Blennies (Blenniidae) > Piano Fangblenny (Plagiotremus tapeinosoma),[2033.1787832809998]
3325825,Barred (Hemigymnus fasciatus),Wrasses > Wrasses (Labridae) > Barred (Hemigymnus fasciatus),[2139.76625379]
3325839,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[2277.3639830466664]
3325840,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[2277.3639830466664]
3325845,Blackeye (Hemigymnus melapterus),Wrasses > Wrasses (Labridae) > Blackeye (Hemigymnus melapterus),[2282.540087732]
3325848,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),[2294.8063366240003]
3325849,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),[2294.8063366240003]
3325850,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),[2294.8063366240003]
3325863,Checkerboard (Halichoeres hortulanus),Wrasses > Wrasses (Labridae) > Checkerboard (Halichoeres hortulanus),[2329.916782349334]
3325865,Humphead (Cheilinus undulatus),Wrasses > Wrasses (Labridae) > Humphead (Cheilinus undulatus),[2357.991927403016]
3325893,Wrasses (Labridae),Wrasses > Wrasses (Labridae),[2576.617859368]
3326130,Sulfur (Pomacentrus sulfureus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Sulfur (Pomacentrus sulfureus),[2751.6281271830007]
3326149,Indian Redfin (Chaetodon trifasciatus),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Indian Redfin (Chaetodon trifasciatus),[2757.078802133333]
3326150,Indian Redfin (Chaetodon trifasciatus),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Indian Redfin (Chaetodon trifasciatus),[2757.078802133333]
3326151,Bicolor (Labroides bicolor),Wrasses > Wrasses (Labridae) > Bicolor (Labroides bicolor),[2772.917197032333]
3326152,Bicolor (Labroides bicolor),Wrasses > Wrasses (Labridae) > Bicolor (Labroides bicolor),[2772.917197032333]
3326167,Goldbar (Thalassoma hebraicum),Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum),[2779.198028731668]
3326168,Goldbar (Thalassoma hebraicum),Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum),[2779.198028731668]
3326188,Goldbar Feeding,Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum) > Goldbar Feeding,[2780.642669793001]
3326189,Goldbar Feeding,Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum) > Goldbar Feeding,[2780.642669793001]
3326201,Black-lipped Feeding,Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii) > Black-lipped Feeding,[2782.0304774903348]
3326542,Slingjaw (Epibulus insidiator),Wrasses > Wrasses (Labridae) > Slingjaw (Epibulus insidiator),[2878.760494682]
3326543,Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),[2901.704421600001]
3326544,Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),[2901.704421600001]
3326545,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326546,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326547,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326548,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326549,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326550,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326551,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3326552,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[2948.7278338993347]
3327066,Eclipse (Chaetodon bennetti),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Eclipse (Chaetodon bennetti),[3192.878283924]
3327131,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[3371.728667644]
3327132,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[3371.728667644]
3327133,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[3371.728667644]
3327136,Honeycomb (Siganus stellatus),Large Ovals > Rabbitfishes (Siganidae) > Honeycomb (Siganus stellatus),[3417.089846276]
3327137,Honeycomb (Siganus stellatus),Large Ovals > Rabbitfishes (Siganidae) > Honeycomb (Siganus stellatus),[3417.089846276]
3559387,Freckled (Paracirrhites forsteri),Heavy Bodies/Large Lips > Hawkfishes (Cirrhitidae) > Freckled (Paracirrhites forsteri),[341.0132463]
3559389,Freckled (Paracirrhites forsteri),Heavy Bodies/Large Lips > Hawkfishes (Cirrhitidae) > Freckled (Paracirrhites forsteri),[376.330529]
3559390,Linedcheeked (Oxycheilinus digramma),Wrasses > Wrasses (Labridae) > Linedcheeked (Oxycheilinus digramma),[520.4049286]
3559392,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[2123.353384]
3559393,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[2123.353384]
3559394,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[2123.353384]
3559395,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[2123.353384]
3559396,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),[2123.353384]
3559397,Pyramid (Hemitaurichthys zoster),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Pyramid (Hemitaurichthys zoster),[2696.6113848]
3620589,Tunas/Mackerels (Scombridae),Silvery > Tunas/Mackerels (Scombridae),[103.676489]
