site,flag,koeder,n_videos,mean_total_events,median_total_events,mean_unique_taxa,n_bait_specific_taxa,n_trend_taxa_dominant
milimani,interested,control,3,0.0,0.0,0.0,0,0
milimani,interested,fischmix,1,18.0,18.0,5.0,0,0
milimani,interested,mackerel,3,4.333333333333333,0.0,1.6666666666666667,0,0
milimani,interested,sargassum,3,6.666666666666667,7.0,2.6666666666666665,1,0
milimani,interested,ulva_gutweed,3,0.6666666666666666,0.0,0.3333333333333333,0,0
milimani,interested,ulva_salad,4,0.0,0.0,0.0,0,0
