video_annotation_label_id,label_name,label_hierarchy,unspecific,family,genus,species,interested,feeding,frames,time_sec_local,time_sec_local_first,time_sec_local_last,time_sec_local_max,included_47min,is_short_control_nursery,is_split_video,split_time_reset_note,frames_kept_47min,frame_count_raw,frame_count_kept_47min
4523653,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,Small Ovals - Damselfishes,Pomacentridae,Chromis,,,,[142.09106],[142.091060],142.091060,142.091060,142.091060,TRUE,FALSE,TRUE,TRUE,[142.091060],1,1
4523655,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[143.854723],[143.854723],143.854723,143.854723,143.854723,TRUE,FALSE,TRUE,TRUE,[143.854723],1,1
4523656,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),Large Ovals,Acanthuridae,Ctenochaetus,Lined Bristletooth (Ctenochaetus striatus),,,[145.785099],[145.785099],145.785099,145.785099,145.785099,TRUE,FALSE,TRUE,TRUE,[145.785099],1,1
4523657,Peacock Damsel (Pomacentrus pavo),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Peacock Damsel (Pomacentrus pavo),Small Ovals - Damselfishes,Pomacentridae,Pomacentrus,Peacock Damsel (Pomacentrus pavo),,,[158.306107],[158.306107],158.306107,158.306107,158.306107,TRUE,FALSE,TRUE,TRUE,[158.306107],1,1
4523659,Brassy Trevally (Caranx papuensis),Silvery > Jacks/Trevallyes (Carangidae) > Brassy Trevally (Caranx papuensis),Silvery,Carangidae,Caranx,Brassy Trevally (Caranx papuensis),,,[178.687856],[178.687856],178.687856,178.687856,178.687856,TRUE,FALSE,TRUE,TRUE,[178.687856],1,1
4523660,Brassy Trevally (Caranx papuensis),Silvery > Jacks/Trevallyes (Carangidae) > Brassy Trevally (Caranx papuensis),Silvery,Carangidae,Caranx,Brassy Trevally (Caranx papuensis),,,[178.687856],[178.687856],178.687856,178.687856,178.687856,TRUE,FALSE,TRUE,TRUE,[178.687856],1,1
4523661,Speckled (Parapercis hexophthalma),Elongate Sand & Burrow Dwellers > Sandperches (Pinguipedidae) > Speckled (Parapercis hexophthalma),Elongate Sand & Burrow Dwellers,Pinguipedidae,Parapercis,Speckled (Parapercis hexophthalma),,,[182.61222],[182.612220],182.612220,182.612220,182.612220,TRUE,FALSE,TRUE,TRUE,[182.612220],1,1
4523662,Longnose (Lethrinus olivaceus),Sloping Heads > Emperors (Lethrinidae) > Longnose (Lethrinus olivaceus),Sloping Heads,Lethrinidae,Lethrinus,Longnose (Lethrinus olivaceus),,,[184.629416],[184.629416],184.629416,184.629416,184.629416,TRUE,FALSE,TRUE,TRUE,[184.629416],1,1
4523663,Humpnose Bigeye (Monotaxis grandoculis),Sloping Heads > Emperors (Lethrinidae) > Humpnose Bigeye (Monotaxis grandoculis),Sloping Heads,Lethrinidae,Monotaxis,Humpnose Bigeye (Monotaxis grandoculis),,,[192.728629],[192.728629],192.728629,192.728629,192.728629,TRUE,FALSE,TRUE,TRUE,[192.728629],1,1
4523664,Blue-streak (Labroides dimidiatus),Wrasses > Wrasses (Labridae) > Blue-streak (Labroides dimidiatus),Wrasses,Labridae,Labroides,Blue-streak (Labroides dimidiatus),,,[192.190236],[192.190236],192.190236,192.190236,192.190236,TRUE,FALSE,TRUE,TRUE,[192.190236],1,1
4523665,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[198.230926],[198.230926],198.230926,198.230926,198.230926,TRUE,FALSE,TRUE,TRUE,[198.230926],1,1
4523666,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[198.230926],[198.230926],198.230926,198.230926,198.230926,TRUE,FALSE,TRUE,TRUE,[198.230926],1,1
