label_name,label_hierarchy,count,file_name
Groupers (Serranidae),Heavy Bodies/Large Lips > Groupers (Serranidae),5,22928-261024-utumbi-c10-makarel-ganz.csv
Green Interested,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus) > Green Interested,5,22928-261024-utumbi-c10-makarel-ganz.csv
Sulfur (Pomacentrus sulfureus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Sulfur (Pomacentrus sulfureus),4,22928-261024-utumbi-c10-makarel-ganz.csv
Bicolor (Labroides bicolor),Wrasses > Wrasses (Labridae) > Bicolor (Labroides bicolor),3,22928-261024-utumbi-c10-makarel-ganz.csv
Groupers Feeding,Heavy Bodies/Large Lips > Groupers (Serranidae) > Groupers Feeding,3,22928-261024-utumbi-c10-makarel-ganz.csv
Moon Feeding,Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare) > Moon Feeding,3,22928-261024-utumbi-c10-makarel-ganz.csv
Orange-lined Feeding,Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus) > Orange-lined Feeding,3,22928-261024-utumbi-c10-makarel-ganz.csv
Redmouth (Aethaloperca rogaa),Heavy Bodies/Large Lips > Groupers (Serranidae) > Redmouth (Aethaloperca rogaa),3,22928-261024-utumbi-c10-makarel-ganz.csv
Wrasses (Labridae),Wrasses > Wrasses (Labridae),3,22928-261024-utumbi-c10-makarel-ganz.csv
Bluefin (Caranx melampygus),Silvery > Jacks/Trevallyes (Carangidae) > Bluefin (Caranx melampygus),3,22928-261024-utumbi-c10-makarel-ganz.csv
Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),3,22928-261024-utumbi-c10-makarel-ganz.csv
Eclipse (Chaetodon bennetti),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Eclipse (Chaetodon bennetti),3,22928-261024-utumbi-c10-makarel-ganz.csv
Golden (Ctenochaetus truncates),Large Ovals > Surgeonfishes (Acanthuridae) > Golden (Ctenochaetus truncates),3,22928-261024-utumbi-c10-makarel-ganz.csv
Blackeye (Hemigymnus melapterus),Wrasses > Wrasses (Labridae) > Blackeye (Hemigymnus melapterus),3,22928-261024-utumbi-c10-makarel-ganz.csv
Goldbar (Thalassoma hebraicum),Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum),2,22928-261024-utumbi-c10-makarel-ganz.csv
Genus Naso,Large Ovals > Surgeonfishes (Acanthuridae) > Genus Naso,2,22928-261024-utumbi-c10-makarel-ganz.csv
Five-saddle (Scarus saber),Parrotfishes > Parrotfishes (Scaridae) > Five-saddle (Scarus saber),2,22928-261024-utumbi-c10-makarel-ganz.csv
Trumpetfish (Aulostomus chinensis),Odd-shaped Swimmers > Trumpetfishes (Aulostomidae) > Trumpetfish (Aulostomus chinensis),2,22928-261024-utumbi-c10-makarel-ganz.csv
Whitetail (Acanthurus thompsoni),Large Ovals > Surgeonfishes (Acanthuridae) > Whitetail (Acanthurus thompsoni),2,22928-261024-utumbi-c10-makarel-ganz.csv
Indian Redfin (Chaetodon trifasciatus),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Indian Redfin (Chaetodon trifasciatus),2,22928-261024-utumbi-c10-makarel-ganz.csv
Linedcheeked (Oxycheilinus digramma),Wrasses > Wrasses (Labridae) > Linedcheeked (Oxycheilinus digramma),2,22928-261024-utumbi-c10-makarel-ganz.csv
Humpback Unicorn (Naso brachycentron),Large Ovals > Surgeonfishes (Acanthuridae) > Humpback Unicorn (Naso brachycentron),2,22928-261024-utumbi-c10-makarel-ganz.csv
Chevroned (Chaetodon trifascialis),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Chevroned (Chaetodon trifascialis),1,22928-261024-utumbi-c10-makarel-ganz.csv
Claudia (Halichoeres claudia),Wrasses > Wrasses (Labridae) > Claudia (Halichoeres claudia),1,22928-261024-utumbi-c10-makarel-ganz.csv
Elegant Unicorn (Naso elegans),Large Ovals > Surgeonfishes (Acanthuridae) > Elegant Unicorn (Naso elegans),1,22928-261024-utumbi-c10-makarel-ganz.csv
Black-backed (Chaetodon melannotus),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-backed (Chaetodon melannotus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Barred (Hemigymnus fasciatus),Wrasses > Wrasses (Labridae) > Barred (Hemigymnus fasciatus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Blacktip Feeding,Heavy Bodies/Large Lips > Groupers (Serranidae) > Blacktip (Epinephelus fasciatus) > Blacktip Feeding,1,22928-261024-utumbi-c10-makarel-ganz.csv
Blacktip (Epinephelus fasciatus),Heavy Bodies/Large Lips > Groupers (Serranidae) > Blacktip (Epinephelus fasciatus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Blennies (Blenniidae),Blennies > Blennies (Blenniidae),1,22928-261024-utumbi-c10-makarel-ganz.csv
Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),1,22928-261024-utumbi-c10-makarel-ganz.csv
Blue-streak (Labroides dimidiatus),Wrasses > Wrasses (Labridae) > Blue-streak (Labroides dimidiatus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Brassy Trevally (Caranx papuensis),Silvery > Jacks/Trevallyes (Carangidae) > Brassy Trevally (Caranx papuensis),1,22928-261024-utumbi-c10-makarel-ganz.csv
Goldbar Interested,Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum) > Goldbar Interested,1,22928-261024-utumbi-c10-makarel-ganz.csv
Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Brown Pigmy (Centropyge multispinis),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Brown Pigmy (Centropyge multispinis),1,22928-261024-utumbi-c10-makarel-ganz.csv
Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),1,22928-261024-utumbi-c10-makarel-ganz.csv
Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Humphead (Cheilinus undulatus),Wrasses > Wrasses (Labridae) > Humphead (Cheilinus undulatus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Red Feeding,Sloping Heads > Snappers (Lutjanidae) > Red (Lutjanus bohar) > Red Feeding,1,22928-261024-utumbi-c10-makarel-ganz.csv
Peacock (Cephalopholis argus),Heavy Bodies/Large Lips > Groupers (Serranidae) > Peacock (Cephalopholis argus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Regal (Pygoplites diacanthus),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Regal (Pygoplites diacanthus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Redmouth Interested,Heavy Bodies/Large Lips > Groupers (Serranidae) > Redmouth (Aethaloperca rogaa) > Redmouth Interested,1,22928-261024-utumbi-c10-makarel-ganz.csv
Redmouth Feeding,Heavy Bodies/Large Lips > Groupers (Serranidae) > Redmouth (Aethaloperca rogaa) > Redmouth Feeding,1,22928-261024-utumbi-c10-makarel-ganz.csv
Red-breasted (Cheilinus fasciatus),Wrasses > Wrasses (Labridae) > Red-breasted (Cheilinus fasciatus),1,22928-261024-utumbi-c10-makarel-ganz.csv
Red (Lutjanus bohar),Sloping Heads > Snappers (Lutjanidae) > Red (Lutjanus bohar),1,22928-261024-utumbi-c10-makarel-ganz.csv
Swarthy (Scarus niger),Parrotfishes > Parrotfishes (Scaridae) > Swarthy (Scarus niger),1,22928-261024-utumbi-c10-makarel-ganz.csv
Spot-tail (Coris caudimacula),Wrasses > Wrasses (Labridae) > Spot-tail (Coris caudimacula),1,22928-261024-utumbi-c10-makarel-ganz.csv
Sulfur Interested,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Sulfur (Pomacentrus sulfureus) > Sulfur Interested,1,22928-261024-utumbi-c10-makarel-ganz.csv
