taxon_key,koeder,n_videos,n_present,occurrence_rate,mean_maxn,median_maxn,std_maxn,max_maxn
genus::genus acanthurus,ulva_gutweed,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
genus::genus acanthurus,ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
genus::genus chromis,control,3,3,1.0,71.33333333333333,72.0,47.003545965526186,118.0
genus::genus chromis,fischmix,1,1,1.0,55.0,55.0,0.0,55.0
genus::genus chromis,mackerel,3,2,0.6666666666666666,29.333333333333332,1.0,49.94330118577799,87.0
genus::genus chromis,sargassum,3,3,1.0,114.0,129.0,65.79513659838392,171.0
genus::genus chromis,ulva_gutweed,3,2,0.6666666666666666,31.333333333333332,21.0,37.58102358017053,73.0
genus::genus chromis,ulva_salad,4,3,0.75,44.75,47.5,35.302266216207705,84.0
genus::genus naso,control,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
genus::genus naso,fischmix,1,0,0.0,0.0,0.0,0.0,0.0
genus::genus naso,mackerel,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus naso,sargassum,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus naso,ulva_gutweed,3,3,1.0,1.3333333333333333,1.0,0.5773502691896257,2.0
genus::genus naso,ulva_salad,4,2,0.5,0.5,0.5,0.5773502691896257,1.0
genus::genus siganus,control,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus siganus,fischmix,1,0,0.0,0.0,0.0,0.0,0.0
genus::genus siganus,mackerel,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus siganus,sargassum,3,1,0.3333333333333333,0.6666666666666666,0.0,1.1547005383792517,2.0
genus::genus siganus,ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus siganus,ulva_salad,4,1,0.25,0.25,0.0,0.5,1.0
genus::genus soldier,control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
genus::genus soldier,fischmix,1,0,0.0,0.0,0.0,0.0,0.0
genus::genus soldier,mackerel,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus soldier,sargassum,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
genus::genus soldier,ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
genus::genus soldier,ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
genus::genus squirrel,control,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus squirrel,fischmix,1,0,0.0,0.0,0.0,0.0,0.0
genus::genus squirrel,mackerel,3,0,0.0,0.0,0.0,0.0,0.0
genus::genus squirrel,sargassum,3,0,0.0,0.0,0.0,0.0,0.0
