site,feature_type,feature,n_fish,n_algae,mean_fish,mean_algae,median_fish,median_algae,u_stat,p_value,cliffs_delta_fish_minus_algae,higher_side,p_value_holm,p_value_bh,significant_holm,significant_bh
utumbi,composite_group,wrasses_trigger_combo,5,9,8.0,3.4444444444444446,7.0,3.0,45.0,0.0030817271055740445,1.0,fish,0.052389360794758755,0.03146457942872773,False,True
utumbi,composite_group,snappers_groupers_combo,5,9,2.8,1.7777777777777777,3.0,2.0,41.5,0.005552572840363717,0.8444444444444444,fish,0.08884116544581948,0.03146457942872773,False,True
utumbi,composite_group,predator_reef_core,5,9,2.8,1.7777777777777777,3.0,2.0,41.5,0.005552572840363717,0.8444444444444444,fish,0.08884116544581948,0.03146457942872773,False,True
utumbi,composite_group,invertebrate_oriented_diet_mode,5,9,8.0,4.111111111111111,7.0,4.0,42.0,0.010504435951754392,0.8666666666666667,fish,0.1470621033245615,0.03420909218884818,False,True
utumbi,composite_group,invertivore_general,5,9,6.2,3.111111111111111,5.0,2.0,41.0,0.012073797243122887,0.8222222222222222,fish,0.15695936416059753,0.03420909218884818,False,True
utumbi,composite_group,invertivore_benthic_core,5,9,6.2,3.111111111111111,5.0,2.0,41.0,0.012073797243122887,0.8222222222222222,fish,0.15695936416059753,0.03420909218884818,False,True
utumbi,composite_group,fish_oriented_diet_mode,5,9,3.0,2.111111111111111,3.0,2.0,38.5,0.014472648841513835,0.7111111111111111,fish,0.1591991372566522,0.03514786147224789,False,True
utumbi,composite_group,piscivore_active_hunters,5,9,2.8,2.0,3.0,2.0,38.5,0.018622458342446455,0.7111111111111111,fish,0.18622458342446455,0.035175754646843305,False,True
utumbi,composite_group,piscivore_core_families,5,9,2.8,2.0,3.0,2.0,38.5,0.018622458342446455,0.7111111111111111,fish,0.18622458342446455,0.035175754646843305,False,True
utumbi,composite_group,nocturnal_predator_mixture,5,9,2.0,1.1111111111111112,2.0,1.0,34.0,0.10198685157821674,0.5111111111111111,fish,0.8158948126257339,0.17337764768296846,False,False
utumbi,composite_group,omnivore_box_puffer_file,5,9,0.4,0.7777777777777778,0.0,1.0,15.5,0.3325637549003464,-0.3111111111111111,algae,1.0,0.5139621666641717,False,False
utumbi,composite_group,bioeroder_set,5,9,10.0,18.77777777777778,10.0,11.0,18.0,0.5929891664057076,-0.2,algae,1.0,0.6993006993006993,False,False
utumbi,composite_group,herbivore_core_families,5,9,10.0,18.77777777777778,12.0,11.0,18.5,0.6400022155836413,-0.17777777777777778,algae,1.0,0.6993006993006993,False,False
utumbi,composite_group,planktivore_core,5,9,20.0,32.55555555555556,21.0,24.0,19.0,0.6824720954905695,-0.15555555555555556,algae,1.0,0.6993006993006993,False,False
utumbi,composite_group,herbivore_extended_with_damselfishes,5,9,83.6,63.0,94.0,56.0,26.0,0.688832256734949,0.15555555555555556,fish,1.0,0.6993006993006993,False,False
utumbi,composite_group,algae_oriented_diet_mode,5,9,83.6,63.0,94.0,56.0,26.0,0.688832256734949,0.15555555555555556,fish,1.0,0.6993006993006993,False,False
utumbi,composite_group,plankton_oriented_diet_mode,5,9,83.6,66.44444444444444,94.0,62.0,26.0,0.6993006993006993,0.15555555555555556,fish,1.0,0.6993006993006993,False,False
