filename,date,standort,koeder,taxon_key,maxn
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::sixbar (thalassoma hardwicke),5
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::scissortail sergeant (abudefduf sexfasciatus),5
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::green (amblyglyphidodon indicus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::moon (thalassoma lunare),3
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::longbarbel (parupeneus macronemus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::goldbar (thalassoma hebraicum),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::ternate (chromis ternatensis),82
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::lined bristletooth (ctenochaetus striatus),4
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::black-lipped (chaetodon kleinii),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::regal (pygoplites diacanthus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::bluefin (caranx melampygus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::indian longnose (hipposcarus harid),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,family_label::parrotfishes (scaridae),3
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::bird wrasse (gomphosus caeruleus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::brown tang (zebrasoma scopas),8
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::threadfin (chaetodon auriga),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::peacock (cephalopholis argus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::orange-lined (balistapus undulatus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::trumpetfish (aulostomus chinensis),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::red (lutjanus bohar),3
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::spotted (chaetodon guttatissimus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::paletail unicorn (naso brevirostris),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::black-backed (chaetodon melannotus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::sailfin tang (zebrasoma desjardinii),67
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::checkerboard (halichoeres hortulanus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::indian redfin (chaetodon trifasciatus),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::moorish idol (zanclus cornutus),3
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::titan (balistoides viridescens),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::red-breasted (cheilinus fasciatus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::barred (hemigymnus fasciatus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::blue-streak (labroides dimidiatus),1
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::redmouth (aethaloperca rogaa),2
20241025-milimani-mackerel.csv,20241025,milimani,mackerel,species::indian half-and-half (pycnochromis dimidiatus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::green (amblyglyphidodon indicus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::longbarbel (parupeneus macronemus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::brown tang (zebrasoma scopas),4
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::goldbar (thalassoma hebraicum),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,genus::genus chromis,21
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::barred (hemigymnus fasciatus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::lined bristletooth (ctenochaetus striatus),5
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::axilspot hogfish (bodianus axillaris),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::orange-lined (balistapus undulatus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::bullethead (chlorurus sordidus),3
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::checkerboard (halichoeres hortulanus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::red-breasted (cheilinus fasciatus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::paletail unicorn (naso brevirostris),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::sixbar (thalassoma hardwicke),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::indian half-and-half (pycnochromis dimidiatus),10
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::redmouth (aethaloperca rogaa),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::chevroned (chaetodon trifascialis),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,family_label::parrotfishes (scaridae),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,family_label::wrasses (labridae),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::humpnose bigeye (monotaxis grandoculis),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::regal (pygoplites diacanthus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::bird wrasse (gomphosus caeruleus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::honeycomb (siganus stellatus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::blackeye (hemigymnus melapterus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::red (lutjanus bohar),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::snubnose (lethrinus borbonicus),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::moon (thalassoma lunare),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::trumpetfish (aulostomus chinensis),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,family_label::puffers (tetraodontidae),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::lined (chaetodon lineolatus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::threadfin (chaetodon auriga),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::spotted (chaetodon guttatissimus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::brown pigmy (centropyge multispinis),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,genus::genus naso,2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::moorish idol (zanclus cornutus),2
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::wirenet (cantherhines pardalis),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::linedcheeked (oxycheilinus digramma),1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,genus::genus acanthurus,1
20241026-milimani-ulva_gutweed.csv,20241026,milimani,ulva_gutweed,species::freckled (paracirrhites forsteri),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::bird wrasse (gomphosus caeruleus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::brown tang (zebrasoma scopas),4
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::lined bristletooth (ctenochaetus striatus),5
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::bullethead (chlorurus sordidus),4
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::green (amblyglyphidodon indicus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::checkerboard (halichoeres hortulanus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::brown pigmy (centropyge multispinis),3
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::goldbar (thalassoma hebraicum),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::parrotfishes (scaridae),12
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::barred (hemigymnus fasciatus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::longbarbel (parupeneus macronemus),3
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::regal (pygoplites diacanthus),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::chevroned (chaetodon trifascialis),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::sixbar (thalassoma hardwicke),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::indian half-and-half (pycnochromis dimidiatus),10
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::orange-lined (balistapus undulatus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::puffers (tetraodontidae),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::blackeye (hemigymnus melapterus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::jacks/trevallyes (carangidae),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,genus::genus naso,1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::redmouth (aethaloperca rogaa),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::mozambique fangblenny (meiacanthus mossambicus),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::swarthy (scarus niger),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::indian redfin (chaetodon trifasciatus),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::sidespot (parupeneus pleurostigma),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::honeycomb (siganus stellatus),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::red-breasted (cheilinus fasciatus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::humpnose bigeye (monotaxis grandoculis),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::wrasses (labridae),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::axilspot hogfish (bodianus axillaris),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::threadfin (chaetodon auriga),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::spotted (chaetodon guttatissimus),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::longfin banner (heniochus acuminatus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::snubnose (lethrinus borbonicus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::trumpetfish (aulostomus chinensis),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::groupers (serranidae),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::black-backed (chaetodon melannotus),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::linedcheeked (oxycheilinus digramma),1
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,species::longnose (oxymonacanthus longirostris),2
20241027-milimani-ulva_salad.csv,20241027,milimani,ulva_salad,family_label::tunas/mackerels (scombridae),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::indian half-and-half (pycnochromis dimidiatus),18
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::green (amblyglyphidodon indicus),7
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::checkerboard (halichoeres hortulanus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::goldbar (thalassoma hebraicum),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::lined bristletooth (ctenochaetus striatus),4
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::brown tang (zebrasoma scopas),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::brown pigmy (centropyge multispinis),3
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,family_label::parrotfishes (scaridae),9
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::yellowhead (chaetodon xanthocephalus),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,family_label::puffers (tetraodontidae),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::bird wrasse (gomphosus caeruleus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::indian redfin (chaetodon trifasciatus),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::regal (pygoplites diacanthus),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::sixbar (thalassoma hardwicke),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::leopard (cephalopholis leopardus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::chevroned (chaetodon trifascialis),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::bullethead (chlorurus sordidus),4
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::red (lutjanus bohar),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,genus::genus squirrel,1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::raccoon (chaetodon lunula),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::barred (hemigymnus fasciatus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::humpnose bigeye (monotaxis grandoculis),6
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,family_label::groupers (serranidae),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::orange-lined (balistapus undulatus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::mozambique fangblenny (meiacanthus mossambicus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::redmouth (aethaloperca rogaa),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::snubnose (lethrinus borbonicus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,genus::genus soldier,1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::spotted toby (canthigaster solandri),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,genus::genus naso,1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::honeycomb (siganus stellatus),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::humpback unicorn (naso brachycentron),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::paletail unicorn (naso brevirostris),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::longbarbel (parupeneus macronemus),6
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::threadfin (chaetodon auriga),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::red-breasted (cheilinus fasciatus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::swarthy (scarus niger),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::blackeye (hemigymnus melapterus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::disappearing (pseudocheilinus evanidus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::bicolor (labroides bicolor),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::spotted (chaetodon guttatissimus),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::axilspot hogfish (bodianus axillaris),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::meyer's (chaetodon meyeri),2
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::moorish idol (zanclus cornutus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::trumpetfish (aulostomus chinensis),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::linedcheeked (oxycheilinus digramma),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,species::orangespotted (lethrinus erythracanthus),1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,label::stomatapoda,1
20241029-milimani-ulva_gutweed.csv,20241029,milimani,ulva_gutweed,family_label::tunas/mackerels (scombridae),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::lined bristletooth (ctenochaetus striatus),4
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::indian half-and-half (pycnochromis dimidiatus),15
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::threadfin (chaetodon auriga),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::brown tang (zebrasoma scopas),3
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::regal (pygoplites diacanthus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,genus::genus chromis,73
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::longbarbel (parupeneus macronemus),3
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,family_label::parrotfishes (scaridae),5
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::eclipse (chaetodon bennetti),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::goldbar (thalassoma hebraicum),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::orange-lined (balistapus undulatus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::chevroned (chaetodon trifascialis),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::green (amblyglyphidodon indicus),3
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::checkerboard (halichoeres hortulanus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::spotted (chaetodon guttatissimus),2
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,family_label::wrasses (labridae),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::bird wrasse (gomphosus caeruleus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::brown pigmy (centropyge multispinis),3
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::bullethead (chlorurus sordidus),2
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::humpnose bigeye (monotaxis grandoculis),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::sixbar (thalassoma hardwicke),2
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::barred (hemigymnus fasciatus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::swarthy (scarus niger),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::titan (balistoides viridescens),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::disappearing (pseudocheilinus evanidus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,family_label::groupers (serranidae),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::black-backed (chaetodon melannotus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,family_label::butterflyfishes (chaetodontidae),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::spotted toby (canthigaster solandri),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,family_label::jacks/trevallyes (carangidae),3
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,genus::genus naso,1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::sidespot (parupeneus pleurostigma),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::moorish idol (zanclus cornutus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::indian redfin (chaetodon trifasciatus),2
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::red (lutjanus bohar),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::humphead (cheilinus undulatus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::honeycomb (siganus stellatus),2
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::paletail unicorn (naso brevirostris),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::slingjaw (epibulus insidiator),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,genus::genus squirrel,1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,genus::genus soldier,1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::peacock (cephalopholis argus),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::freckled (paracirrhites forsteri),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::redmouth (aethaloperca rogaa),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::humpback unicorn (naso brachycentron),1
20241030-milimani-ulva_gutweed.csv,20241030,milimani,ulva_gutweed,species::longnose (forcipiger flavissimus),1
20241105-milimani-ulva_salad.csv,20241105,milimani,ulva_salad,species::green (amblyglyphidodon indicus),1
20241105-milimani-ulva_salad.csv,20241105,milimani,ulva_salad,family_label::parrotfishes (scaridae),2
