taxon_key,n_total,h_stat,p_value,eta_sq,mean_milimani,mean_utumbi,mean_nursery,median_milimani,median_utumbi,median_nursery,dominant_site_mean,lowest_site_mean,mean_diff_max_minus_min,p_value_holm,significant_0_05,significant_0_05_holm,sig_label_raw,sig_label_holm,occurrence_rate_milimani,occurrence_rate_nursery,occurrence_rate_utumbi,mean_maxn_milimani,mean_maxn_nursery,mean_maxn_utumbi,mean_ratio_max_min
species::red-breasted (cheilinus fasciatus),46,0.5150647885725884,0.7729565865309556,0.0,0.6470588235294118,0.7777777777777778,0.7272727272727273,1.0,1.0,1.0,utumbi,milimani,0.130718954248366,1.0,False,False,ns,ns,0.5882352941176471,0.6363636363636364,0.7222222222222222,0.6470588235294118,0.7272727272727273,0.7777777777777778,1.202020202020202
