video_annotation_label_id,label_name,label_hierarchy,unspecific,family,genus,species,interested,feeding,frames,time_sec_local,time_sec_local_first,time_sec_local_last,time_sec_local_max,included_47min,is_short_control_nursery,is_split_video,split_time_reset_note,frames_kept_47min,frame_count_raw,frame_count_kept_47min
3360998,Goldbar (Thalassoma hebraicum),Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum),Wrasses,Labridae,Thalassoma,Goldbar (Thalassoma hebraicum),,,[4.118648322],[4.118648],4.118648,4.118648,4.118648,TRUE,FALSE,FALSE,FALSE,[4.118648],1,1
3360999,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[4.118648322],[4.118648],4.118648,4.118648,4.118648,TRUE,FALSE,FALSE,FALSE,[4.118648],1,1
3361000,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[4.118648322],[4.118648],4.118648,4.118648,4.118648,TRUE,FALSE,FALSE,FALSE,[4.118648],1,1
3361001,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[4.118648322],[4.118648],4.118648,4.118648,4.118648,TRUE,FALSE,FALSE,FALSE,[4.118648],1,1
3361002,Red (Lutjanus bohar),Sloping Heads > Snappers (Lutjanidae) > Red (Lutjanus bohar),Sloping Heads,Lutjanidae,Lutjanus,Red (Lutjanus bohar),,,[6.637586469297432],[6.637586],6.637586,6.637586,6.637586,TRUE,FALSE,FALSE,FALSE,[6.637586],1,1
3361003,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes,Pomacentridae,Pycnochromis,Indian Half-and-Half (Pycnochromis dimidiatus),,,[6.637586469297432],[6.637586],6.637586,6.637586,6.637586,TRUE,FALSE,FALSE,FALSE,[6.637586],1,1
3361010,Whitetail (Acanthurus thompsoni),Large Ovals > Surgeonfishes (Acanthuridae) > Whitetail (Acanthurus thompsoni),Large Ovals,Acanthuridae,Acanthurus,Whitetail (Acanthurus thompsoni),,,[5.41788755],[5.417888],5.417888,5.417888,5.417888,TRUE,FALSE,FALSE,FALSE,[5.417888],1,1
3361011,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),Small Ovals - Damselfishes,Pomacentridae,Chromis,Blue-green (Chromis viridis),,,[5.41788755],[5.417888],5.417888,5.417888,5.417888,TRUE,FALSE,FALSE,FALSE,[5.417888],1,1
3361012,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),Parrotfishes,Scaridae,,,,,[9.253686574035644],[9.253687],9.253687,9.253687,9.253687,TRUE,FALSE,FALSE,FALSE,[9.253687],1,1
3361017,Blacktip (Epinephelus fasciatus),Heavy Bodies/Large Lips > Groupers (Serranidae) > Blacktip (Epinephelus fasciatus),Heavy Bodies/Large Lips,Serranidae,Epinephelus,Blacktip (Epinephelus fasciatus),,,[18.441321148302386],[18.441321],18.441321,18.441321,18.441321,TRUE,FALSE,FALSE,FALSE,[18.441321],1,1
3361021,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),Odd-shaped Swimmers,Balistidae,Balistapus,Orange-lined (Balistapus undulatus),,,[20.740275427661718],[20.740275],20.740275,20.740275,20.740275,TRUE,FALSE,FALSE,FALSE,[20.740275],1,1
3361023,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),Reddish/Big Eyes,Holocentridae,Genus Soldier,,,,[20.415769805092612],[20.415770],20.415770,20.415770,20.415770,TRUE,FALSE,FALSE,FALSE,[20.415770],1,1
3361026,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[40.84673305639658],[40.846733],40.846733,40.846733,40.846733,TRUE,FALSE,FALSE,FALSE,[40.846733],1,1
3361027,Moon (Thalassoma lunare),Wrasses > Wrasses (Labridae) > Moon (Thalassoma lunare),Wrasses,Labridae,Thalassoma,Moon (Thalassoma lunare),,,[40.84673305639658],[40.846733],40.846733,40.846733,40.846733,TRUE,FALSE,FALSE,FALSE,[40.846733],1,1
3361028,Axilspot Hogfish (Bodianus axillaris),Wrasses > Wrasses (Labridae) > Axilspot Hogfish (Bodianus axillaris),Wrasses,Labridae,Bodianus,Axilspot Hogfish (Bodianus axillaris),,,[41.29644044094997],[41.296440],41.296440,41.296440,41.296440,TRUE,FALSE,FALSE,FALSE,[41.296440],1,1
3361030,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),Reddish/Big Eyes,Holocentridae,Genus Squirrel,,,,[43.93380845892267],[43.933808],43.933808,43.933808,43.933808,TRUE,FALSE,FALSE,FALSE,[43.933808],1,1
3361031,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),Odd-shaped Swimmers,Balistidae,Balistapus,Orange-lined (Balistapus undulatus),,,[45.4090472893324],[45.409047],45.409047,45.409047,45.409047,TRUE,FALSE,FALSE,FALSE,[45.409047],1,1
3361032,Orange-lined (Balistapus undulatus),Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus),Odd-shaped Swimmers,Balistidae,Balistapus,Orange-lined (Balistapus undulatus),,,[45.4090472893324],[45.409047],45.409047,45.409047,45.409047,TRUE,FALSE,FALSE,FALSE,[45.409047],1,1
3361040,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[64.70830844504646],[64.708308],64.708308,64.708308,64.708308,TRUE,FALSE,FALSE,FALSE,[64.708308],1,1
3361041,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[64.70830844504646],[64.708308],64.708308,64.708308,64.708308,TRUE,FALSE,FALSE,FALSE,[64.708308],1,1
3361043,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[64.70830844504646],[64.708308],64.708308,64.708308,64.708308,TRUE,FALSE,FALSE,FALSE,[64.708308],1,1
3361052,Green Interested,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus) > Green Interested,Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),interested,,[70.87538512899305],[70.875385],70.875385,70.875385,70.875385,TRUE,FALSE,FALSE,FALSE,[70.875385],1,1
3361055,Orange-lined Interested,Odd-shaped Swimmers > Triggerfishes (Balistidae) > Orange-lined (Balistapus undulatus) > Orange-lined Interested,Odd-shaped Swimmers,Balistidae,Balistapus,Orange-lined (Balistapus undulatus),interested,,[81.5215370485777],[81.521537],81.521537,81.521537,81.521537,TRUE,FALSE,FALSE,FALSE,[81.521537],1,1
3361059,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[89.34593498598333],[89.345935],89.345935,89.345935,89.345935,TRUE,FALSE,FALSE,FALSE,[89.345935],1,1
3361060,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[89.34593498598333],[89.345935],89.345935,89.345935,89.345935,TRUE,FALSE,FALSE,FALSE,[89.345935],1,1
3361061,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[89.34593498598333],[89.345935],89.345935,89.345935,89.345935,TRUE,FALSE,FALSE,FALSE,[89.345935],1,1
3361062,Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Green (Amblyglyphidodon indicus),Small Ovals - Damselfishes,Pomacentridae,Amblyglyphidodon,Green (Amblyglyphidodon indicus),,,[89.34593498598333],[89.345935],89.345935,89.345935,89.345935,TRUE,FALSE,FALSE,FALSE,[89.345935],1,1
3361067,Lined Bristletooth (Ctenochaetus striatus),Large Ovals > Surgeonfishes (Acanthuridae) > Lined Bristletooth (Ctenochaetus striatus),Large Ovals,Acanthuridae,Ctenochaetus,Lined Bristletooth (Ctenochaetus striatus),,,[109.43254388566979],[109.432544],109.432544,109.432544,109.432544,TRUE,FALSE,FALSE,FALSE,[109.432544],1,1
3364339,Groupers (Serranidae),Heavy Bodies/Large Lips > Groupers (Serranidae),Heavy Bodies/Large Lips,Serranidae,,,,,[143.1149],[143.114900],143.114900,143.114900,143.114900,TRUE,FALSE,FALSE,FALSE,[143.114900],1,1
3364340,Humpback Unicorn (Naso brachycentron),Large Ovals > Surgeonfishes (Acanthuridae) > Humpback Unicorn (Naso brachycentron),Large Ovals,Acanthuridae,Naso,Humpback Unicorn (Naso brachycentron),,,[153.60417501070663],[153.604175],153.604175,153.604175,153.604175,TRUE,FALSE,FALSE,FALSE,[153.604175],1,1
3364342,Five-saddle (Scarus saber),Parrotfishes > Parrotfishes (Scaridae) > Five-saddle (Scarus saber),Parrotfishes,Scaridae,Scarus,Five-saddle (Scarus saber),,,[173.69080968298573],[173.690810],173.690810,173.690810,173.690810,TRUE,FALSE,FALSE,FALSE,[173.690810],1,1
3364351,Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),Wrasses,Labridae,Gomphosus,Bird wrasse (Gomphosus caeruleus),,,[176.1666679562707],[176.166668],176.166668,176.166668,176.166668,TRUE,FALSE,FALSE,FALSE,[176.166668],1,1
3364358,Disappearing (Pseudocheilinus evanidus),Wrasses > Wrasses (Labridae) > Disappearing (Pseudocheilinus evanidus),Wrasses,Labridae,Pseudocheilinus,Disappearing (Pseudocheilinus evanidus),,,[183.2743781753013],[183.274378],183.274378,183.274378,183.274378,TRUE,FALSE,FALSE,FALSE,[183.274378],1,1
3364366,Goldbar Feeding,Wrasses > Wrasses (Labridae) > Goldbar (Thalassoma hebraicum) > Goldbar Feeding,Wrasses,Labridae,Thalassoma,Goldbar (Thalassoma hebraicum),,feeding,[190.53693522436708],[190.536935],190.536935,190.536935,190.536935,TRUE,FALSE,FALSE,FALSE,[190.536935],1,1
