comparison_key,comparison,level,metric_source,taxon,n_present_videos_total,groups,mean_algaemix,occ_algaemix,n_algaemix,mean_mackerel,occ_mackerel,n_mackerel,test,statistic,p_value,effect_name,effect_size,perm_p_value_mean_diff,p_value_holm,p_value_bh,sig_raw,sig_holm,sig_bh,significant_raw,significant_holm,significant_bh
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,feeding_family_by_taxon,lethrinidae,1,algaemix | mackerel,0.0,0.0,3,0.25,0.25,4,Mann-Whitney U,4.5,0.8571428571428571,cliffs_delta,-0.25,1.0,1.0,0.8571428571428571,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,feeding_family_by_taxon,lutjanidae,1,algaemix | mackerel,0.0,0.0,3,0.75,0.25,4,Mann-Whitney U,4.5,0.8571428571428571,cliffs_delta,-0.25,1.0,1.0,0.8571428571428571,ns,ns,ns,False,False,False
