comparison_key,comparison,level,metric_source,taxon,n_present_videos_total,groups,mean_algaemix,occ_algaemix,n_algaemix,mean_mackerel,occ_mackerel,n_mackerel,test,statistic,p_value,effect_name,effect_size,perm_p_value_mean_diff,p_value_holm,p_value_bh,sig_raw,sig_holm,sig_bh,significant_raw,significant_holm,significant_bh
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,aulostomidae,3,algaemix | mackerel,1.0,0.6666666666666666,3,0.25,0.25,4,Mann-Whitney U,9.0,0.4,cliffs_delta,0.5,0.37142857142857144,1.0,0.7384615384615386,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,blenniidae,2,algaemix | mackerel,0.0,0.0,3,0.75,0.5,4,Mann-Whitney U,3.0,0.4,cliffs_delta,-0.5,0.42857142857142855,1.0,0.7384615384615386,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,scaridae,7,algaemix | mackerel,4.333333333333333,1.0,3,7.75,1.0,4,Mann-Whitney U,2.5,0.4,cliffs_delta,-0.5833333333333334,0.34285714285714286,1.0,0.7384615384615386,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,zanclidae,5,algaemix | mackerel,4.0,1.0,3,2.25,0.5,4,Mann-Whitney U,8.5,0.6285714285714286,cliffs_delta,0.4166666666666667,0.6,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,monacanthidae,3,algaemix | mackerel,0.6666666666666666,0.6666666666666666,3,0.25,0.25,4,Mann-Whitney U,8.5,0.6285714285714286,cliffs_delta,0.4166666666666667,0.4857142857142857,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,carangidae,6,algaemix | mackerel,1.3333333333333333,1.0,3,3.5,0.75,4,Mann-Whitney U,5.0,0.8571428571428571,cliffs_delta,-0.16666666666666666,0.42857142857142855,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,serranidae,5,algaemix | mackerel,0.6666666666666666,0.6666666666666666,3,1.25,0.75,4,Mann-Whitney U,4.5,0.8571428571428571,cliffs_delta,-0.25,0.6285714285714286,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,pomacentridae,7,algaemix | mackerel,8.333333333333334,1.0,3,11.25,1.0,4,Mann-Whitney U,4.5,0.8571428571428571,cliffs_delta,-0.25,0.6285714285714286,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,mullidae,7,algaemix | mackerel,4.333333333333333,1.0,3,3.75,1.0,4,Mann-Whitney U,7.5,0.8571428571428571,cliffs_delta,0.25,0.9142857142857143,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,fistulariidae,4,algaemix | mackerel,2.0,0.6666666666666666,3,1.75,0.5,4,Mann-Whitney U,7.0,0.8571428571428571,cliffs_delta,0.16666666666666666,1.0,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,tetraodontidae,5,algaemix | mackerel,1.0,0.6666666666666666,3,1.25,0.75,4,Mann-Whitney U,5.0,0.8571428571428571,cliffs_delta,-0.16666666666666666,1.0,1.0,0.9795918367346937,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,diodontidae,2,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.25,0.25,4,Mann-Whitney U,6.5,1.0,cliffs_delta,0.08333333333333333,1.0,1.0,1.0,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,chaetodontidae,7,algaemix | mackerel,5.0,1.0,3,3.75,1.0,4,Mann-Whitney U,6.5,1.0,cliffs_delta,0.08333333333333333,0.5428571428571428,1.0,1.0,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,family_maxn_by_taxon,pomacanthidae,3,algaemix | mackerel,0.6666666666666666,0.3333333333333333,3,0.75,0.5,4,Mann-Whitney U,5.5,1.0,cliffs_delta,-0.08333333333333333,1.0,1.0,1.0,ns,ns,ns,False,False,False
