comparison_key,comparison,level,metric_source,taxon,n_present_videos_total,groups,mean_algae_strings,occ_algae_strings,n_algae_strings,mean_algaemix,occ_algaemix,n_algaemix,test,statistic,p_value,effect_name,effect_size,perm_p_value_mean_diff,p_value_holm,p_value_bh,sig_raw,sig_holm,sig_bh,significant_raw,significant_holm,significant_bh
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,humpback (lutjanus gibbus),6,algae_strings | algaemix,18.0,1.0,3,36.0,1.0,3,Mann-Whitney U,1.5,0.4,cliffs_delta,-0.6666666666666666,0.3,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,blackspot (lutjanus fulviflamma),5,algae_strings | algaemix,1.0,0.6666666666666666,3,4.333333333333333,1.0,3,Mann-Whitney U,1.5,0.4,cliffs_delta,-0.6666666666666666,0.3,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,red-breasted (cheilinus fasciatus),5,algae_strings | algaemix,1.3333333333333333,1.0,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,7.0,0.4,cliffs_delta,0.5555555555555556,0.6,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,blackwhite (macolor niger),5,algae_strings | algaemix,1.0,1.0,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,brown pigmy (centropyge multispinis),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,bluefin (caranx melampygus),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,moorish idol (zanclus cornutus),6,algae_strings | algaemix,1.6666666666666667,1.0,3,4.0,1.0,3,Mann-Whitney U,2.5,0.7,cliffs_delta,-0.4444444444444444,0.4,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,linedcheeked (oxycheilinus digramma),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,false-eye (abudefduf sparoides),5,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,1.0,1.0,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,goldbar (thalassoma hebraicum),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,indian longnose (hipposcarus harid),1,algae_strings | algaemix,0.0,0.0,3,1.0,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,indian redfin (chaetodon trifasciatus),3,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,1.0,0.6666666666666666,3,Mann-Whitney U,2.5,0.7,cliffs_delta,-0.4444444444444444,0.7,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,halfmoon (sufflamen chrysopterum),3,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,goldsaddle (parupeneus cyclostomus),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,monk (acanthurus gahhm),6,algae_strings | algaemix,2.6666666666666665,1.0,3,2.0,1.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,mahsena (lethrinus mahsena),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,sailfin tang (zebrasoma desjardinii),6,algae_strings | algaemix,2.6666666666666665,1.0,3,2.3333333333333335,1.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,scrawled (aluterus scriptus),3,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,checkerboard (halichoeres hortulanus),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,bird wrasse (gomphosus caeruleus),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,black saddled toby (canthigaster valentini),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,bicolor (labroides bicolor),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,trumpetfish (aulostomus chinensis),3,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,1.0,0.6666666666666666,3,Mann-Whitney U,2.5,0.7,cliffs_delta,-0.4444444444444444,0.7,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,threadfin (chaetodon auriga),6,algae_strings | algaemix,1.6666666666666667,1.0,3,2.6666666666666665,1.0,3,Mann-Whitney U,2.5,0.7,cliffs_delta,-0.4444444444444444,0.7,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,thumbprint (lethrinus harak),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,rockmover (novaculichthys taeniourus),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,speckled (parapercis hexophthalma),3,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,yellowmargin (pseudobalistes flavimarginatus),1,algae_strings | algaemix,0.0,0.0,3,2.0,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,redmouth (aethaloperca rogaa),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,queen (coris formosa),3,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.9099999999999999,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,paletail unicorn (naso brevirostris),6,algae_strings | algaemix,20.0,1.0,3,26.666666666666668,1.0,3,Mann-Whitney U,4.0,1.0,cliffs_delta,-0.1111111111111111,0.6,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,map (arothron mappa),3,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,0.3333333333333333,3,Mann-Whitney U,5.0,1.0,cliffs_delta,0.1111111111111111,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,longnose (lethrinus olivaceus),2,algae_strings | algaemix,0.6666666666666666,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,5.0,1.0,cliffs_delta,0.1111111111111111,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,lined bristletooth (ctenochaetus striatus),4,algae_strings | algaemix,1.3333333333333333,0.6666666666666666,3,1.6666666666666667,0.6666666666666666,3,Mann-Whitney U,3.5,1.0,cliffs_delta,-0.2222222222222222,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,black-backed (chaetodon melannotus),6,algae_strings | algaemix,4.333333333333333,1.0,3,4.333333333333333,1.0,3,Mann-Whitney U,4.5,1.0,cliffs_delta,0.0,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,emperor (pomacanthus imperator),2,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.6666666666666666,0.3333333333333333,3,Mann-Whitney U,4.0,1.0,cliffs_delta,-0.1111111111111111,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,scissortail sergeant (abudefduf sexfasciatus),5,algae_strings | algaemix,2.0,0.6666666666666666,3,2.0,1.0,3,Mann-Whitney U,3.5,1.0,cliffs_delta,-0.2222222222222222,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,raccoon (chaetodon lunula),4,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,0.6666666666666666,3,Mann-Whitney U,4.5,1.0,cliffs_delta,0.0,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,titan (balistoides viridescens),5,algae_strings | algaemix,1.3333333333333333,1.0,3,1.6666666666666667,0.6666666666666666,3,Mann-Whitney U,5.0,1.0,cliffs_delta,0.1111111111111111,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,threespot dascyllus (dascyllus trimaculatus),6,algae_strings | algaemix,6.666666666666667,1.0,3,8.333333333333334,1.0,3,Mann-Whitney U,4.0,1.0,cliffs_delta,-0.1111111111111111,0.7,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,spotted (diodon hystrix),2,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,4.5,1.0,cliffs_delta,0.0,1.0,1.0,1.0,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,species_maxn_by_taxon,yellow-margin (gymnothorax flavimarginatus),5,algae_strings | algaemix,1.3333333333333333,1.0,3,1.0,0.6666666666666666,3,Mann-Whitney U,5.5,1.0,cliffs_delta,0.2222222222222222,1.0,1.0,1.0,ns,ns,ns,False,False,False
