comparison_key,comparison,level,metric_source,taxon,n_present_videos_total,groups,mean_algae_strings,occ_algae_strings,n_algae_strings,mean_algaemix,occ_algaemix,n_algaemix,test,statistic,p_value,effect_name,effect_size,perm_p_value_mean_diff,p_value_holm,p_value_bh,sig_raw,sig_holm,sig_bh,significant_raw,significant_holm,significant_bh
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,paletail unicorn (naso brevirostris),6,algae_strings | algaemix,6.666666666666667,1.0,3,30.333333333333332,1.0,3,Mann-Whitney U,0.0,0.1,cliffs_delta,-1.0,0.1,0.9,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,longbarbel (parupeneus macronemus),2,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,0.0,0.0,3,Mann-Whitney U,7.5,0.4,cliffs_delta,0.6666666666666666,0.4,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,monk (acanthurus gahhm),2,algae_strings | algaemix,0.6666666666666666,0.6666666666666666,3,0.0,0.0,3,Mann-Whitney U,7.5,0.4,cliffs_delta,0.6666666666666666,0.4,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,blue barred (scarus ghobban),1,algae_strings | algaemix,0.6666666666666666,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,humpback (lutjanus gibbus),1,algae_strings | algaemix,0.0,0.0,3,0.6666666666666666,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,honeycomb (siganus stellatus),6,algae_strings | algaemix,2.0,1.0,3,1.3333333333333333,1.0,3,Mann-Whitney U,6.5,0.7,cliffs_delta,0.4444444444444444,0.7,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,red-breasted (cheilinus fasciatus),1,algae_strings | algaemix,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,Mann-Whitney U,6.0,0.7,cliffs_delta,0.3333333333333333,1.0,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,threadfin (chaetodon auriga),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.7,ns,ns,ns,False,False,False
strings_vs_mix,Vergleich 1: algae_strings vs algaemix,species,feeding_species_by_taxon,yellow-margin (gymnothorax flavimarginatus),1,algae_strings | algaemix,0.0,0.0,3,0.3333333333333333,0.3333333333333333,3,Mann-Whitney U,3.0,0.7,cliffs_delta,-0.3333333333333333,1.0,1.0,0.7,ns,ns,ns,False,False,False
