comparison_key,comparison,level,metric_source,taxon,n_present_videos_total,groups,mean_algaemix,occ_algaemix,n_algaemix,mean_mackerel,occ_mackerel,n_mackerel,test,statistic,p_value,effect_name,effect_size,perm_p_value_mean_diff,p_value_holm,p_value_bh,sig_raw,sig_holm,sig_bh,significant_raw,significant_holm,significant_bh
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,acanthuridae,2,algaemix | mackerel,8.333333333333334,0.6666666666666666,3,0.0,0.0,4,Mann-Whitney U,10.0,0.22857142857142856,cliffs_delta,0.6666666666666666,0.14285714285714285,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,lutjanidae,2,algaemix | mackerel,0.0,0.0,3,2.5,0.5,4,Mann-Whitney U,3.0,0.4,cliffs_delta,-0.5,0.42857142857142855,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,labridae,1,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.0,0.0,4,Mann-Whitney U,8.0,0.6285714285714286,cliffs_delta,0.3333333333333333,0.42857142857142855,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,balistidae,1,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.0,0.0,4,Mann-Whitney U,8.0,0.6285714285714286,cliffs_delta,0.3333333333333333,0.42857142857142855,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,siganidae,1,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.0,0.0,4,Mann-Whitney U,8.0,0.6285714285714286,cliffs_delta,0.3333333333333333,0.42857142857142855,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,scaridae,1,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.0,0.0,4,Mann-Whitney U,8.0,0.6285714285714286,cliffs_delta,0.3333333333333333,0.42857142857142855,1.0,0.8380952380952381,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,pomacentridae,1,algaemix | mackerel,0.0,0.0,3,0.75,0.25,4,Mann-Whitney U,4.5,0.8571428571428571,cliffs_delta,-0.25,1.0,1.0,0.9795918367346939,ns,ns,ns,False,False,False
mix_vs_mackerel,Vergleich 2: algaemix vs mackerel,family,interested_family_by_taxon,chaetodontidae,2,algaemix | mackerel,0.3333333333333333,0.3333333333333333,3,0.25,0.25,4,Mann-Whitney U,6.5,1.0,cliffs_delta,0.08333333333333333,1.0,1.0,1.0,ns,ns,ns,False,False,False
